2,Northside,25.845905,-80.248759,3150 NW 79 St,Miami,33147,5,9.0,6.0,2014-12-14 22:00:00.000
2,Dr. Martin Luther King Jr. Plaza,25.832415,-80.241282,6205 NW 27 Ave,Miami,33147,6,6.0,7.0,2014-12-14 22:00:00.000
2,Brownsville,25.822063,-80.240634,5200 NW 27 Ave,Miami,33142,7,9.0,6.0,2014-12-14 22:00:00.000
2,Miami International Airport,25.797963,-80.259285,3800 NW 25th St,Miami,33142,8,6.0,8.0,2014-12-14 22:00:00.000
2,Earlington Heights,25.8124,-80.229979,2100 NW 41 St,Miami,33142,9,7.0,10.0,2014-12-14 22:00:00.000
2,Allapattah,25.808657,-80.215515,3501 NW 12 Ave,Miami,33127,10,7.0,9.0,2014-12-14 22:00:00.000
2,Santa Clara,25.795788,-80.215191,2050 NW 12 Ave,Miami,33127,11,9.0,4.0,2014-12-14 22:00:00.000
2,Civic Center,25.789773,-80.215048,1501 NW 12 Ave,Miami,33136,12,4.0,5.0,2014-12-14 22:00:00.000
2,Culmer,25.784459,-80.207632,701 NW 11 St,Miami,33136,13,4.0,9.0,2014-12-14 22:00:00.000
2,Historic Overtown/Lyric Theatre,25.780985,-80.196356,100 NW 6 St,Miami,33136,14,9.0,6.0,2014-12-14 22:00:00.000
2,Government Center,25.776028,-80.196128,101 NW First St,Miami,33128,15,7.0,7.0,2014-12-14 22:00:00.000
2,Brickell,25.763804,-80.195518,801 SW First Ave,Miami,33130,16,6.0,8.0,2014-12-14 22:00:00.000
2,Vizcaya,25.749766,-80.211799,3201 SW First Ave,Miami,33129,17,7.0,0.0,2014-12-14 22:00:00.000
2,Coconut Grove,25.739796,-80.23892,3201 SW First Ave,Miami,33133,18,7.0,0.0,2014-12-14 22:00:00.000
2,Douglas Road,25.732827,-80.254812,111 Ruiz Ave,Miami,33146,19,7.0,0.0,2014-12-14 22:00:00.000
2,University,25.71485,-80.277018,5400 Ponce de Leon,Miami,33146,20,7.0,0.0,2014-12-14 22:00:00.000
2,South Miami,25.705066,-80.289124,5949 Sunset Dr,South Miami,33143,21,7.0,0.0,2014-12-14 22:00:00.000
2,Dadeland North,25.691985,-80.30513,5949 Sunset Dr,Miami,33143,22,7.0,0.0,2014-12-14 22:00:00.000
2,Dadeland South,25.685329,-80.313331,9150 Dadeland Blvd,Kendell,33156,23,7.0,0.0,2014-12-14 22:00:00.000
3,Orlando Station,28.451498,-81.324949,1 Jeff Fuqua Blvd,Orlando,32827,1,0.0,100.0,2014-12-14 22:00:00.000
3,West Palm Beach Station,26.709766,-80.055337,203 South Tamarind Ave,West Palm Beach,33401,2,100.0,45.0,2014-12-14 22:00:00.000
3,Ft. Lauderdale Station,26.12415,-80.145516,200 Southwest 21st Terr,Ft. Lauderdale,33312,3,45.0,45.0,2014-12-14 22:00:00.000
3,Miami Station,25.781844,-80.195853,2567 East 11th Ave,Hialeah,33013,4,45.0,0.0,2014-12-14 22:00:00.000
